Ligand,Smiles
upidosin,COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1
Ro-70-0004,Cc1c[nH]c(=O)n(CCCN2CCN(c3ccc(F)cc3OCC(F)(F)F)CC2)c1=O
SNAP5089,COC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1ccc([N+](=O)[O-])cc1
WB 4101,COc1cccc(OC)c1OCCNCC1COc2ccccc2O1
[<sup>125</sup>I]HEAT (BE2254),O=C1c2ccccc2CCC1CNCCc1ccc(O)c([125I])c1
indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
(-)-noradrenaline,NC[C@H](O)c1ccc(O)c(O)c1
cirazoline,c1ccc(C2CC2)c(OCC2=NCCN2)c1
carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21
dabuzalgron,Cc1c(OCC2=NCCN2)ccc(Cl)c1NS(C)(=O)=O
(+)-adrenaline,CNC[C@@H](O)c1ccc(O)c(O)c1
naphazoline,c1ccc2c(CC3=NCCN3)cccc2c1
alfuzosin,COc1cc2nc(N(C)CCCN=C(O)C3CCCO3)[nH]c(=N)c2cc1OC
doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH]c(=N)c2cc1OC
labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1
terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)[nH]c(=N)c2cc1OC
RS-100329,Cc1c[nH]c(=O)n(CCCN2CCN(c3ccccc3OCC(F)(F)F)CC2)c1=O
L-765314,COc1cc2nc(N3CCN(C(=O)OCc4ccccc4)[C@H](C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC
Rec 15/2615,COc1cc2nc(N3CCN(C(=O)COc4c(OC)cccc4C(C)C)CC3)nc(N)c2cc1OC
AH 11110,Cl.N=C(CC(O)COc1ccccc1-c1ccccc1)N1CCCCC1
compound 12 [PMID: 26238322],Fc1ccc2c(C3CCN(CCCN4CCc5ccccc5C4)CC3)c[nH]c2c1
clonidine,Clc1cccc(Cl)c1NC1=NCCN1
SKF 105854,CN1CCc2c(Cl)ccc3oc(Br)c(c23)C1
dapiprazole,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
dibenamine,ClCCN(Cc1ccccc1)Cc1ccccc1
RX18,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c(sc4ccc(NC(=O)CCCC(=O)N(C)Cc5ccccc5)cc43)c2=O)CC1
(S)-41,CNc1ccc2c(c1)[C@@H](NCCOc1cc(F)ccc1F)CCS2(=O)=O
atropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
xylometazoline,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
brimonidine (UK14304),Brc1c(NC2=NCCN2)ccc2nccnc12
dexmedetomidine,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
guanfacine,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl
xylazine,Cc1cccc(C)c1NC1=NCCCS1
ARC-239,COc1ccccc1N1CCN(CCC2C(=O)c3ccccc3C(C)(C)C2=O)CC1
BRL 44408,CC1c2ccccc2CN1CC1=NCCN1
RX821002,COC1(C2=NCCN2)COc2ccccc2O1
[<sup>3</sup>H]MK-912,[3H]C([3H])([3H])N1CC[C@@]2(CCN3CCc4c(oc5ccccc45)[C@H]3C2)N(C)C1=O
"5-(N,N-hexamethylene)-amiloride",NC(N)=NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N
ethylisopropylamiloride,CCN(c1nc(N)c(C(=O)N=C(N)N)nc1Cl)C(C)C
guanabenz,NC(N)=N/N=C\c1c(Cl)cccc1Cl
apraclonidine,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1
tolazoline,c1ccc(CC2=NCCN2)cc1
lurasidone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
lofexidine,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
moxonidine,COc1nc(C)nc(Cl)c1NC1=NCCN1
idazoxan,c1ccc2c(c1)OCC(C1=NCCN1)O2
atipamezole,CCC1(c2cnc[nH]2)Cc2ccccc2C1
MK-912,CN1CC[C@]2(CCN3CCc4c(oc5ccccc45)[C@@H]3C2)N(C)C1=O
RS79948,CCS(=O)(=O)N1CCC[C@@H]2CN3CCc4cc(OC)ccc4[C@@H]3C[C@@H]21
[<sup>125</sup>I]p-iodoclonidine,Clc1cc([125IH])cc(Cl)c1NC1=NCCN1
C10 (homobivalent 4-aminoquinoline),c1ccc2c(NCCCCCCCCCCNc3ccnc4ccccc34)ccnc2c1
(&plusmn;)-adrenaline,CNCC(O)c1ccc(O)c(O)c1
all-trans-4-oxo-retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O
JP1302,CN1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1
ORM-12741,COC[C@@]1(C)CCCN2CCc3c(oc4ccccc34)[C@@H]21
ORM-10921,CCO[C@]1(C)CCCN2CCc3c(oc4ccccc34)[C@H]21
[<sup>11</sup>C]-ORM-13070,[11CH3]OCc1cccnc1N1CCN(C[C@H]2COc3ccccc3O2)CC1
(-)-propranolol,CC(C)NC[C@H](O)COc1cccc2ccccc12
cyanopindolol,CC(C)(C)NCC(O)COc1cccc2[nH]c(C#N)cc12
[<sup>3</sup>H](-)CGP 12177,CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(=O)[nH]c12
CGP 12177,CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12
T-0509,COc1ccc(CCNCC(O)c2ccc(O)c(O)c2)cc1OC
denopamine,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC
dobutamine,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
isoprenaline,CC(C)NCC(O)c1ccc(O)c(O)c1
prenalterol,CC(C)NC[C@H](O)COc1ccc(O)cc1
xamoterol,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1
CGP 20712A,Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1
H87/07,COCCOc1ccc(OCC(O)CNC(C)C)cc1
LK 204-545,N#Cc1cc(OCCOCC2CC2)ccc1OCC(O)CNCCNC(=O)Nc1ccc(O)cc1
NIHP,CC(C)NCC(O)COc1ccc(CCCO)cc1
NIP,CC(C)NCC(O)COc1ccccc1
SR59230A,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21
atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
betaxolol,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
bupranolol,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
cicloprolol,CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1
metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1
nadolol,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
practolol,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
fenoterol,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
terbutaline,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
[<sup>125</sup>I]ICYP,CC(C)NCC(O)COc1cccc2[nH]c(C#N)c([125I])c12
timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
BRL 37344,C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1
carazolol,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
bunolol,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O
propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
formoterol,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
(-)-Ro 363,COc1ccc(CCNCC(O)COc2ccc(O)c(O)c2)cc1OC
acebutolol,CCCC(O)=Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
indacaterol,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
abediterol,O=c1ccc2c([C@@H](O)CNCCCCCCOCC(F)(F)c3ccccc3)ccc(O)c2[nH]1
solabegron,O=C(O)c1cccc(-c2cccc(NCCNC[C@H](O)c3cccc(Cl)c3)c2)c1
levosalbutamol,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
BI-167107,Cc1ccccc1CC(C)(C)NCC(O)c1ccc(O)c2c1OCC(=O)N2
cimaterol,CC(C)NCC(O)c1ccc(N)c(C#N)c1
NDD-713,N=C(O)c1ccc(OCCNC[C@H](O)COc2ccc3c(c2)OC[C@@H](CCCC2CC2)O3)cc1
NDD-825,O=C1NCc2cc(OCCNC[C@H](O)COc3ccc4c(c3)OC[C@@H](CCCC3CC3)O4)ccc21
ICI-89406,N#Cc1ccccc1OCC(O)CNCCNC(=O)Nc1ccccc1
clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
7-methylcyanopindolol,Cc1ccc(OC[C@@H](O)CNC(C)(C)C)c2cc(C#N)[nH]c12
landiolol,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1
bucindolol,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
ICI 118551,Cc1ccc(OC[C@@H](O)[C@H](C)NC(C)C)c2c1CCC2
ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1
salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
salmeterol,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C
propranolol,CC(C)NCC(O)COc1cccc2ccccc12
procaterol,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12
zinterol,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1
[<sup>3</sup>H]dihydroalprenolol,CCCc1ccccc1OCC(O)CNC(C)C
orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1
vilanterol,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
olodaterol,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
butoxamine,COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1
ractopamine,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1
CHF-6366,Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1
BRL35135,COC(=O)COc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1
compound 6 [PMID: 29769246],COc1ccc(Sc2ccc(S(=O)(=O)N(C)C(C)C)cc2C(=O)N[C@@H](CC(N)=O)Cc2ccc(C(C)(C)C)cc2)cc1
amibegron,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2
tertatolol,CC(C)(C)NCC(O)COc1cccc2c1SCCC2
CL316243,C[C@H](Cc1ccc2c(c1)OC(C(=O)O)(C(=O)O)O2)NC[C@H](O)c1cccc(Cl)c1
L-748328,NS(=O)(=O)c1cccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccccc3)cc2)c1
L742791,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(I)cc1
L 755507,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1
L-748337,CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccccc3)cc2)c1
vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21
&beta;-phenylethylamine,NCCc1ccccc1
R(-)amphetamine,C[C@@H](N)Cc1ccccc1
dexamfetamine,C[C@H](N)Cc1ccccc1
[<sup>3</sup>H]tyramine,NCCc1ccc(O)cc1
octopamine,NCC(O)c1ccc(O)cc1
EPPTB,CCOc1cccc(NC(=O)c2ccc(N3CCCC3)c(C(F)(F)F)c2)c1
2-phenyl-propylamine,CC(CN)c1ccccc1
RO5166017,CCN(C[C@H]1COC(N)=N1)c1ccccc1
ulotaront,CNC[C@@H]1OCCc2ccsc21
ralmitaront,CCc1[nH]nc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)c1C
CHEMBL4796761,Cn1c2ccccc2c(=O)c2c(=O)n(-c3cccc(Cl)c3)c(CC3CCCCC3)nc21
CHEMBL4784143,CC(C)Cc1nc2c(c(=O)c3ccccc3n2C)c(=O)n1-c1cccc(Cl)c1
CHEMBL4740312,Cn1c2ccccc2c(=O)c2c(=O)[nH]c(C3CCCC3)nc21
CHEMBL4787728,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccc(Cl)cc3)c(CC3CCCCC3)nc21
CHEMBL4754602,COc1ccc(-n2c(C3CCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4740497,Cc1ccc(-n2c(CC3CCCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4790909,Cc1ccc(-n2c(CC(C)C)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4756486,Cn1c2ccccc2c(=O)c2c(=O)n(-c3cccc(Cl)c3)c(C3CCCCC3)nc21
CHEMBL4796389,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccccc3)c(C3CC3)nc21
CHEMBL4759339,Cc1ccc(-n2c(C3CCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4790277,COc1ccc(-n2c(CC(C)C)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1Cl
CHEMBL4764398,COc1ccc(-n2c(C3CCCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1Cl
CHEMBL1311333,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccccc3)c(C3CCCCC3)nc21
CHEMBL4745489,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(OC(F)(F)F)cc32)CCN1C
CHEMBL4742056,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(C#N)cc32)CCN1C
CHEMBL4757567,CN1CCC(CNC2=NC(=O)/C(=C/c3csc(-c4ccc(OC(F)(F)F)cc4)n3)S2)CC1
CHEMBL4756987,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1ccccc1N2
CHEMBL441618,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1
CHEMBL332794,CCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1
CHEMBL4756254,Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(Cl)ccc1N2
CHEMBL4740678,COc1ccc(-n2c(C3CCCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4789255,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccc(Cl)cc3)c(C3CCCCC3)nc21
CHEMBL4762375,Cc1ccc(-n2c(C3CCCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4740880,C[C@H]1C=C(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CCN1C
CHEMBL4745124,Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
CHEMBL4754761,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccccc3)c(CC3CCCCC3)nc21
CHEMBL4784295,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccccc3)c(C3CCCC3)nc21
CHEMBL4753299,C[C@@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CCN1C
CHEMBL5074765,O=C(O)c1cc(-c2ccc([C@@H]3C[C@@H]4C[C@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1
CHEMBL5085145,N[C@H]1C[C@@H](CO)[C@H](c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)C1
CHEMBL4802043,CCOc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C#Cc2cnc(C(=O)O)cc2OC)c2ncccc12
CHEMBL4860528,CCCCCNC(=O)/N=C(\N)NCCCc1sc(N)nc1C
CHEMBL4551344,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccc(C(F)(F)F)cc3-c3ccc(Cl)cc3)CC2)cc1Oc1cnc2[nH]ccc2c1
CHEMBL2403318,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21
CHEMBL4779001,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CCN1C
CHEMBL4757297,COc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
CHEMBL4758966,CCOc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
CHEMBL4744261,Cn1c2ccccc2c(=O)c2c(=O)n(-c3cccc(Cl)c3)c(C3CCCC3)nc21
CHEMBL4559891,C[C@H]1c2cccc(-c3cnn(C4CC4)c3)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl
CHEMBL4464150,C[C@H]1c2cccc(-c3cn[nH]c3)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl
CHEMBL5193924,O=Cc1ccc(-c2ccc(OC(F)F)cc2)cc1
CHEMBL4453318,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)c(=O)[nH]c(=O)n1C
CHEMBL4759814,COc1ccc(-n2c(CC3CCCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1Cl
CHEMBL4779641,CC(C)Cc1nc2c(c(=O)c3ccccc3n2C)c(=O)n1-c1ccc(Cl)cc1
CHEMBL4760355,CC(C)Cc1nc2c(c(=O)c3ccccc3n2C)c(=O)n1-c1ccccc1
CHEMBL5079653,O=C(O)c1cc(-c2ccc([C@H]3C[C@H]4C[C@@H]3NC4=O)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
CHEMBL4756163,COc1ccc(-n2c(CC(C)C)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL4848380,O=CN1CCC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1
CHEMBL4748915,CN1CC=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1
CHEMBL4857492,O=C(O)c1ccc(C#Cc2ccc3c(c2)C=C([N+](=O)[O-])C(C(F)(F)F)O3)cc1
CHEMBL4642592,CC(=O)N1CCC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1
CHEMBL845,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
CHEMBL4533479,CCCOc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1
CHEMBL4758723,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(F)cc32)CCN1C
CHEMBL4797375,Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(OC(F)(F)F)ccc1N2
CHEMBL4282264,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
CHEMBL4868181,CCc1ccc2c(c1)C(C1=CCN(C)CC1)=Nc1cc(C)ccc1N2
CHEMBL4876260,O=C(NCc1ccccc1CN1CCc2cc(O)c(O)cc2C1)c1cccc(Br)c1
CHEMBL4755709,COc1ccc(-n2c(C3CCCC3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1Cl
CHEMBL4846574,COc1cc2c(cc1OC)CN(Cc1ccccc1CNC(=O)c1cccc(C#N)c1)CC2
CHEMBL190461,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
CHEMBL4855891,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(I)c(OC)c1)CC2
CHEMBL4852403,CN1CC=C(C2=Nc3cc(Cl)ccc3Nc3ccc(F)cc32)CC1
CHEMBL4873426,Cc1ccc2c(c1)N=C(C1=CCN(C)CC1)c1cc(F)ccc1N2
CHEMBL4776090,Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(F)ccc1N2
CHEMBL4878587,COc1cc2c(cc1OC)CN(Cc1ccccc1CNC(=O)c1ccc(C#N)cc1)CC2
CHEMBL4760903,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
CHEMBL4865663,Cc1ccc2c(c1)N=C(C1=CCN(C)CC1)c1cc(C)ccc1N2
CHEMBL4755481,Cn1c2ccccc2c(=O)c2c(=O)n(-c3ccc(Cl)cc3)c(C3CCCC3)nc21
CHEMBL4093612,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4165749,O=C(NC[C@@H]1[C@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@@H]12)c1ccc2[nH]nnc2c1
CHEMBL3342191,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCOc3ccc(-n4ncc5cncnc54)cc3)s1)CC2
CHEMBL4777003,CC(C)(CO)CNC1=NC(=O)/C(=C/c2csc(-c3ccccc3O)n2)S1
CHEMBL4795230,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(Cl)cc32)CCN1C
CHEMBL5193761,FC(F)(F)c1cccc(COC2CCN(Cc3cc4ccc(Cl)cc4[nH]3)CC2)c1
CHEMBL5204559,O=Cc1ccc(-c2cccc(OC(F)F)c2)cc1
CHEMBL5209228,O=Cc1ccc(-c2ccccc2OC(F)F)cc1
CHEMBL5176312,C[S+]([O-])c1ccc(-c2ccccc2OCF)cc1
CHEMBL4551160,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1C[C@H]1C[C@@H]1CCNC(=O)c1cc2ccccc2[nH]1
CHEMBL4783323,CN1CCC(O)(CNC2=NC(=O)/C(=C/c3csc(-c4ccc(OC(F)(F)F)cc4)n3)S2)CC1
CHEMBL5191141,[2H]c1c([2H])c([2H])c([C@@H]2C[C@@H](N3CCN(C([2H])([2H])[2H])C(C)(C)C3)c3cc(Cl)ccc32)c([2H])c1[2H]
CHEMBL5201584,NS(=O)(=O)c1ccc(-c2ccccc2OCF)cc1
CHEMBL4469983,Cc1n[nH]c(=O)c(C)c1-c1ccc(Oc2nccc3occc23)cc1F
CHEMBL4636332,Cc1c(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(C(F)(F)F)c2)ccc(C(=O)O)c1F
CHEMBL4282096,Cn1nccc1-c1ccc(Oc2nccc3occc23)cc1
CHEMBL3342332,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1
CHEMBL5178743,CS(=O)(=O)c1ccc(-c2ccccc2OCF)cc1
CHEMBL5204914,CN=S(C)(=O)c1ccc(-c2ccccc2OCF)cc1
CHEMBL5193714,O=Cc1ccc(-c2ccccc2SC(F)F)cc1
CHEMBL4536197,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
CHEMBL3039528,CN1CCN([C@@H]2C[C@@H](c3ccccc3)c3ccc(Cl)cc32)CC1(C)C
CHEMBL5201074,C[C@@H](NC(=O)/N=C(\N)NCCCc1ncn[nH]1)c1ccccc1.Cl.Cl
CHEMBL5274285,Fc1ccc(CN2CCCC23CCN(Cc2cc4ccc(Cl)cc4[nH]2)C3)cc1F
CHEMBL5207281,CCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL5078078,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1
CHEMBL5187471,CCS(=N)(=O)c1ccc(-c2ccccc2OCF)cc1
CHEMBL3640116,CC[C@H](CC(=O)O)n1c(=O)c2ncccc2n(Cc2cn(C)c3cc(C)cc(C)c23)c1=O
CHEMBL4573538,CCn1cc(-c2cccc3c2C[C@H](CO)N(C(=O)Cc2c(Cl)cccc2Cl)[C@H]3C)cn1
CHEMBL5187578,O=Cc1ccc(-c2ccccc2OCF)cc1
CHEMBL4066040,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL5206565,N/C(=N\C(=O)NCc1ccccc1)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL5282336,COCCCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F
CHEMBL3417525,CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1
CHEMBL4636881,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1
CHEMBL5307400,CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(O)c3F)s2)c1=O
CHEMBL5087121,CN(C)C(=O)COC(=O)c1cc(-c2ccc([C@H]3C[C@H]4C[C@@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1
